parameter1,parameter2,criteria1,criteria2,constraint1,constraint2
31.25,66.5,97.75,10824.9,0,1
31.25,66.75,98,10929.6,0,1
31.25,67,98.25,11034.6,0,1
31.25,67.25,98.5,11140.1,0,1
31.25,67.5,98.75,11245.9,0,1
31.25,67.75,99,11352.1,0,1
31.25,68,99.25,11458.8,0,1
31.25,68.25,99.5,11565.8,0,1
31.25,68.5,99.75,11673.2,0,1
31.25,68.75,100,11781,0,1
31.25,69,100.25,11889.2,0,1
31.25,69.25,100.5,11997.7,0,1
31.25,69.5,100.75,12106.7,0,1
31.25,69.75,101,12216.1,0,1
31.25,70,101.25,12325.8,0,1
31.25,70.25,101.5,12436,0,1
31.25,70.5,101.75,12546.5,0,1
31.25,70.75,102,12657.5,0,1
31.25,71,102.25,12768.8,0,1
31.25,71.25,102.5,12880.5,0,1
31.25,71.5,102.75,12992.6,0,1
31.25,71.75,103,13105.2,0,1
31.25,72,103.25,13218.1,0,1
31.25,72.25,103.5,13331.3,0,1
31.25,72.5,103.75,13445,0,1
31.25,72.75,104,13559.1,0,1
31.25,73,104.25,13673.6,0,1
31.25,73.25,104.5,13788.5,0,1
31.25,73.5,104.75,13903.7,0,1
31.25,73.75,105,14019.4,0,1
31.25,74,105.25,14135.4,0,1
31.25,74.25,105.5,14251.8,0,1
31.25,74.5,105.75,14368.7,0,1
31.25,74.75,106,14485.9,0,1
31.25,75,106.25,14603.5,0,1
31.25,75.25,106.5,14721.5,0,1
31.25,75.5,106.75,14839.9,0,1
31.25,75.75,107,14958.7,0,1
31.25,76,107.25,15077.9,0,1
31.25,76.25,107.5,15197.5,0,1
31.25,76.5,107.75,15317.4,0,1
31.25,76.75,108,15437.8,0,1
31.25,77,108.25,15558.5,0,1
31.25,77.25,108.5,15679.7,0,1
31.25,77.5,108.75,15801.2,0,1
31.25,77.75,109,15923.2,0,1
31.25,78,109.25,16045.5,0,1
31.25,78.25,109.5,16168.2,0,1
31.25,78.5,109.75,16291.3,0,1
31.25,78.75,110,16414.8,0,1
31.25,79,110.25,16538.7,0,1
31.25,79.25,110.5,16663,0,1
31.25,79.5,110.75,16787.7,0,1
31.25,79.75,111,16912.8,0,1
31.25,80,111.25,17038.2,0,1
31.25,80.25,111.5,17164.1,0,1
31.25,80.5,111.75,17290.3,0,1
31.25,80.75,112,17417,0,1
31.25,81,112.25,17544,0,1
31.25,81.25,112.5,17671.5,0,1
31.25,81.5,112.75,17799.3,0,1
31.25,81.75,113,17927.5,0,1
31.25,82,113.25,18056.1,0,1
31.25,82.25,113.5,18185.1,0,1
31.25,82.5,113.75,18314.5,0,1
31.25,82.75,114,18444.3,0,1
31.25,83,114.25,18574.5,0,1
31.25,83.25,114.5,18705,0,1
31.25,83.5,114.75,18836,0,1
31.25,83.75,115,18967.4,0,1
31.25,84,115.25,19099.1,0,1
31.25,84.25,115.5,19231.3,0,1
31.25,84.5,115.75,19363.8,0,1
31.25,84.75,116,19496.7,0,1
31.25,85,116.25,19630,0,1
31.25,85.25,116.5,19763.8,0,1
31.25,85.5,116.75,19897.9,0,1
31.25,85.75,117,20032.4,0,1
31.25,86,117.25,20167.3,0,1
31.25,86.25,117.5,20302.5,0,1
31.25,86.5,117.75,20438.2,0,1
31.25,86.75,118,20574.3,0,1
31.25,87,118.25,20710.8,0,1
31.25,87.25,118.5,20847.6,0,1
31.25,87.5,118.75,20984.9,0,1
31.25,87.75,119,21122.5,0,1
31.25,88,119.25,21260.5,0,1
31.25,88.25,119.5,21399,0,1
31.25,88.5,119.75,21537.8,0,1
31.25,88.75,120,21677,0,1
31.25,89,120.25,21816.6,0,1
31.25,89.25,120.5,21956.6,0,1
31.25,89.5,120.75,22097,0,1
31.25,89.75,121,22237.8,0,1
31.25,90,121.25,22378.9,0,1
31.25,90.25,121.5,22520.5,0,1
31.25,90.5,121.75,22662.5,0,1
31.25,90.75,122,22804.8,0,1
31.25,91,122.25,22947.6,0,1
31.25,91.25,122.5,23090.7,0,1
31.25,91.5,122.75,23234.2,0,1
31.25,91.75,123,23378.2,0,1
31.25,92,123.25,23522.5,0,1
31.25,92.25,123.5,23667.2,0,1
31.25,92.5,123.75,23812.3,0,1
31.25,92.75,124,23957.8,0,1
31.25,93,124.25,24103.7,0,1
31.25,93.25,124.5,24250,0,1
31.25,93.5,124.75,24396.6,0,1
31.25,93.75,125,24543.7,0,1
31.25,94,125.25,24691.2,0,1
31.25,94.25,125.5,24839,0,1
31.25,94.5,125.75,24987.2,0,1
31.25,94.75,126,25135.9,0,1
31.25,95,126.25,25284.9,0,1
31.25,95.25,126.5,25434.3,0,1
31.25,95.5,126.75,25584.1,0,1
31.25,95.75,127,25734.4,0,1
31.25,96,127.25,25885,0,1
31.25,96.25,127.5,26035.9,0,1
31.25,96.5,127.75,26187.3,0,1
31.25,96.75,128,26339.1,0,1
31.25,97,128.25,26491.3,0,1
31.25,97.25,128.5,26643.8,0,1
31.25,97.5,128.75,26796.8,0,1
31.25,97.75,129,26950.2,0,1
31.25,98,129.25,27103.9,0,1
31.25,98.25,129.5,27258,0,1
31.25,98.5,129.75,27412.6,0,1
31.25,98.75,130,27567.5,0,1
31.25,99,130.25,27722.8,0,1
31.25,99.25,130.5,27878.5,0,1
31.25,99.5,130.75,28034.6,0,1
31.25,99.75,131,28191.1,0,1
31.5,10,41.5,-2803.09,1,0
31.5,10.25,41.75,-2787.18,1,0
31.5,10.5,42,-2770.88,1,0
31.5,10.75,42.25,-2754.2,1,0
31.5,11,42.5,-2737.11,1,0
31.5,11.25,42.75,-2719.64,1,0
31.5,11.5,43,-2701.77,1,0
31.5,11.75,43.25,-2683.51,1,0
31.5,12,43.5,-2664.86,1,0
31.5,12.25,43.75,-2645.81,1,0
31.5,12.5,44,-2626.37,1,0
31.5,12.75,44.25,-2606.54,1,0
31.5,13,44.5,-2586.32,1,0
31.5,13.25,44.75,-2565.7,1,0
31.5,13.5,45,-2544.69,1,0
31.5,13.75,45.25,-2523.29,1,0
31.5,14,45.5,-2501.49,1,0
31.5,14.25,45.75,-2479.31,1,0
31.5,14.5,46,-2456.73,1,0
31.5,14.75,46.25,-2433.75,1,0
31.5,15,46.5,-2410.39,1,0
31.5,15.25,46.75,-2386.63,1,0
31.5,15.5,47,-2362.48,1,0
31.5,15.75,47.25,-2337.93,1,0
31.5,16,47.5,-2313,1,0
31.5,16.25,47.75,-2287.67,1,0
31.5,16.5,48,-2261.95,1,0
31.5,16.75,48.25,-2235.83,1,0
31.5,17,48.5,-2209.33,1,0
31.5,17.25,48.75,-2182.43,1,0
31.5,17.5,49,-2155.13,1,0
31.5,17.75,49.25,-2127.45,1,0
31.5,18,49.5,-2099.37,1,0
31.5,18.25,49.75,-2070.9,1,0
31.5,18.5,50,-2042.04,1,0
31.5,18.75,50.25,-2012.78,1,0
31.5,19,50.5,-1983.13,1,0
31.5,19.25,50.75,-1953.09,1,0
31.5,19.5,51,-1922.65,1,0
31.5,19.75,51.25,-1891.83,1,0
31.5,20,51.5,-1860.61,1,0
31.5,20.25,51.75,-1829,1,0
31.5,20.5,52,-1796.99,1,0
31.5,20.75,52.25,-1764.59,1,0
31.5,21,52.5,-1731.8,1,0
31.5,21.25,52.75,-1698.62,1,0
31.5,21.5,53,-1665.04,1,0
31.5,21.75,53.25,-1631.08,1,0
31.5,22,53.5,-1596.71,1,0
31.5,22.25,53.75,-1561.96,1,0
31.5,22.5,54,-1526.81,1,0
31.5,22.75,54.25,-1491.27,1,0
31.5,23,54.5,-1455.34,1,0
31.5,23.25,54.75,-1419.02,1,0
31.5,23.5,55,-1382.3,1,0
31.5,23.75,55.25,-1345.19,1,0
31.5,24,55.5,-1307.69,1,0
31.5,24.25,55.75,-1269.79,1,0
31.5,24.5,56,-1231.5,1,0
31.5,24.75,56.25,-1192.82,1,0
31.5,25,56.5,-1153.75,1,0
31.5,25.25,56.75,-1114.28,1,0
31.5,25.5,57,-1074.42,1,0
31.5,25.75,57.25,-1034.17,1,0
31.5,26,57.5,-993.529,1,0
31.5,26.25,57.75,-952.492,1,0
31.5,26.5,58,-911.062,1,0
31.5,26.75,58.25,-869.239,1,0
31.5,27,58.5,-827.024,1,0
31.5,27.25,58.75,-784.416,1,0
31.5,27.5,59,-741.416,1,0
31.5,27.75,59.25,-698.023,1,0
31.5,28,59.5,-654.237,1,0
31.5,28.25,59.75,-610.058,1,0
31.5,28.5,60,-565.487,1,0
31.5,28.75,60.25,-520.523,1,0
31.5,29,60.5,-475.166,1,0
31.5,29.25,60.75,-429.416,1,0
31.5,29.5,61,-383.274,1,0
31.5,29.75,61.25,-336.739,1,0
31.5,30,61.5,-289.812,1,0
31.5,30.25,61.75,-242.492,1,0
31.5,30.5,62,-194.779,1,0
31.5,30.75,62.25,-146.673,1,0
31.5,31,62.5,-98.1748,1,0
31.5,31.25,62.75,-49.2837,1,0
31.5,31.5,63,0,1,0
31.5,31.75,63.25,49.6764,1,1
31.5,32,63.5,99.7456,1,1
31.5,32.25,63.75,150.207,1,1
31.5,32.5,64,201.062,1,1
31.5,32.75,64.25,252.309,1,1
31.5,33,64.5,303.949,1,1
31.5,33.25,64.75,355.982,1,1
31.5,33.5,65,408.407,1,1
31.5,33.75,65.25,461.225,1,1
31.5,34,65.5,514.436,1,1
31.5,34.25,65.75,568.039,1,1
31.5,34.5,66,622.035,1,1
31.5,34.75,66.25,676.424,1,1
31.5,35,66.5,731.206,1,1
31.5,35.25,66.75,786.38,1,1
31.5,35.5,67,841.947,1,1
31.5,35.75,67.25,897.906,1,1
31.5,36,67.5,954.259,1,1
31.5,36.25,67.75,1011,1,1
31.5,36.5,68,1068.14,1,1
31.5,36.75,68.25,1125.67,1,1
31.5,37,68.5,1183.6,1,1
31.5,37.25,68.75,1241.91,1,1
31.5,37.5,69,1300.62,1,1
31.5,37.75,69.25,1359.72,1,1
31.5,38,69.5,1419.21,1,1
31.5,38.25,69.75,1479.1,1,1
31.5,38.5,70,1539.38,1,1
31.5,38.75,70.25,1600.05,1,1
31.5,39,70.5,1661.12,1,1
31.5,39.25,70.75,1722.57,1,1
31.5,39.5,71,1784.42,1,1
31.5,39.75,71.25,1846.67,1,1
31.5,40,71.5,1909.3,1,1
31.5,40.25,71.75,1972.33,1,1
31.5,40.5,72,2035.75,1,1
31.5,40.75,72.25,2099.57,1,1
31.5,41,72.5,2163.77,1,1
31.5,41.25,72.75,2228.37,1,1
31.5,41.5,73,2293.36,1,1
31.5,41.75,73.25,2358.75,1,1
31.5,42,73.5,2424.52,1,1
31.5,42.25,73.75,2490.69,1,1
31.5,42.5,74,2557.26,1,1
31.5,42.75,74.25,2624.21,1,1
31.5,43,74.5,2691.56,1,1
31.5,43.25,74.75,2759.3,1,1
31.5,43.5,75,2827.43,1,1
31.5,43.75,75.25,2895.96,1,1
31.5,44,75.5,2964.88,1,1
31.5,44.25,75.75,3034.19,1,1
31.5,44.5,76,3103.89,1,1
31.5,44.75,76.25,3173.99,1,1
31.5,45,76.5,3244.48,1,1
31.5,45.25,76.75,3315.36,1,1
31.5,45.5,77,3386.64,1,1
31.5,45.75,77.25,3458.3,1,1
31.5,46,77.5,3530.36,1,1
31.5,46.25,77.75,3602.82,1,1
31.5,46.5,78,3675.66,1,1
31.5,46.75,78.25,3748.9,1,1
31.5,47,78.5,3822.53,1,1
31.5,47.25,78.75,3896.56,1,1
31.5,47.5,79,3970.97,1,1
31.5,47.75,79.25,4045.78,1,1
31.5,48,79.5,4120.98,1,1
31.5,48.25,79.75,4196.58,1,1
31.5,48.5,80,4272.57,1,1
31.5,48.75,80.25,4348.95,1,1
31.5,49,80.5,4425.72,1,1
31.5,49.25,80.75,4502.88,1,1
31.5,49.5,81,4580.44,1,1
31.5,49.75,81.25,4658.39,1,1
31.5,50,81.5,4736.74,1,1
31.5,50.25,81.75,4815.47,1,1
31.5,50.5,82,4894.6,1,1
31.5,50.75,82.25,4974.12,1,1
31.5,51,82.5,5054.04,1,1
31.5,51.25,82.75,5134.34,1,1
31.5,51.5,83,5215.04,1,1
31.5,51.75,83.25,5296.14,1,1
31.5,52,83.5,5377.62,1,1
31.5,52.25,83.75,5459.5,1,1
31.5,52.5,84,5541.77,1,1
31.5,52.75,84.25,5624.43,0,1
31.5,53,84.5,5707.49,0,1
31.5,53.25,84.75,5790.94,0,1
31.5,53.5,85,5874.78,0,1
31.5,53.75,85.25,5959.01,0,1
31.5,54,85.5,6043.64,0,1
31.5,54.25,85.75,6128.66,0,1
31.5,54.5,86,6214.07,0,1
31.5,54.75,86.25,6299.88,0,1
31.5,55,86.5,6386.07,0,1
31.5,55.25,86.75,6472.66,0,1
31.5,55.5,87,6559.65,0,1
31.5,55.75,87.25,6647.02,0,1
31.5,56,87.5,6734.79,0,1
31.5,56.25,87.75,6822.95,0,1
31.5,56.5,88,6911.5,0,1
31.5,56.75,88.25,7000.45,0,1
31.5,57,88.5,7089.79,0,1
31.5,57.25,88.75,7179.52,0,1
31.5,57.5,89,7269.65,0,1
31.5,57.75,89.25,7360.16,0,1
31.5,58,89.5,7451.07,0,1
31.5,58.25,89.75,7542.37,0,1
31.5,58.5,90,7634.07,0,1
31.5,58.75,90.25,7726.16,0,1
31.5,59,90.5,7818.64,0,1
31.5,59.25,90.75,7911.51,0,1
31.5,59.5,91,8004.78,0,1
31.5,59.75,91.25,8098.44,0,1
31.5,60,91.5,8192.49,0,1
31.5,60.25,91.75,8286.93,0,1
31.5,60.5,92,8381.77,0,1
31.5,60.75,92.25,8477,0,1
31.5,61,92.5,8572.62,0,1
31.5,61.25,92.75,8668.64,0,1
31.5,61.5,93,8765.04,0,1
31.5,61.75,93.25,8861.84,0,1
31.5,62,93.5,8959.04,0,1
31.5,62.25,93.75,9056.62,0,1
31.5,62.5,94,9154.6,0,1
31.5,62.75,94.25,9252.97,0,1
31.5,63,94.5,9351.74,0,1
31.5,63.25,94.75,9450.89,0,1
31.5,63.5,95,9550.44,0,1
31.5,63.75,95.25,9650.38,0,1
31.5,64,95.5,9750.72,0,1
31.5,64.25,95.75,9851.45,0,1
31.5,64.5,96,9952.57,0,1
31.5,64.75,96.25,10054.1,0,1
31.5,65,96.5,10156,0,1
31.5,65.25,96.75,10258.3,0,1
31.5,65.5,97,10361,0,1
31.5,65.75,97.25,10464.1,0,1
31.5,66,97.5,10567.5,0,1
31.5,66.25,97.75,10671.4,0,1
31.5,66.5,98,10775.7,0,1
31.5,66.75,98.25,10880.3,0,1
31.5,67,98.5,10985.4,0,1
31.5,67.25,98.75,11090.8,0,1
31.5,67.5,99,11196.6,0,1
31.5,67.75,99.25,11302.9,0,1
31.5,68,99.5,11409.5,0,1
31.5,68.25,99.75,11516.5,0,1
31.5,68.5,100,11623.9,0,1
31.5,68.75,100.25,11731.7,0,1
31.5,69,100.5,11839.9,0,1
31.5,69.25,100.75,11948.5,0,1
31.5,69.5,101,12057.4,0,1
31.5,69.75,101.25,12166.8,0,1
31.5,70,101.5,12276.6,0,1
31.5,70.25,101.75,12386.7,0,1
31.5,70.5,102,12497.3,0,1
31.5,70.75,102.25,12608.2,0,1
31.5,71,102.5,12719.5,0,1
31.5,71.25,102.75,12831.2,0,1
31.5,71.5,103,12943.4,0,1
31.5,71.75,103.25,13055.9,0,1
31.5,72,103.5,13168.8,0,1
31.5,72.25,103.75,13282.1,0,1
31.5,72.5,104,13395.8,0,1
31.5,72.75,104.25,13509.8,0,1
31.5,73,104.5,13624.3,0,1
31.5,73.25,104.75,13739.2,0,1
31.5,73.5,105,13854.4,0,1
31.5,73.75,105.25,13970.1,0,1
31.5,74,105.5,14086.1,0,1
31.5,74.25,105.75,14202.6,0,1
31.5,74.5,106,14319.4,0,1
31.5,74.75,106.25,14436.6,0,1
31.5,75,106.5,14554.2,0,1
31.5,75.25,106.75,14672.2,0,1
31.5,75.5,107,14790.6,0,1
31.5,75.75,107.25,14909.4,0,1
31.5,76,107.5,15028.6,0,1
31.5,76.25,107.75,15148.2,0,1
31.5,76.5,108,15268.1,0,1
31.5,76.75,108.25,15388.5,0,1
31.5,77,108.5,15509.3,0,1
31.5,77.25,108.75,15630.4,0,1
31.5,77.5,109,15751.9,0,1
31.5,77.75,109.25,15873.9,0,1
31.5,78,109.5,15996.2,0,1
31.5,78.25,109.75,16118.9,0,1
31.5,78.5,110,16242,0,1
31.5,78.75,110.25,16365.5,0,1
31.5,79,110.5,16489.4,0,1
31.5,79.25,110.75,16613.7,0,1
31.5,79.5,111,16738.4,0,1
31.5,79.75,111.25,16863.5,0,1
31.5,80,111.5,16988.9,0,1
31.5,80.25,111.75,17114.8,0,1
31.5,80.5,112,17241.1,0,1
31.5,80.75,112.25,17367.7,0,1
31.5,81,112.5,17494.7,0,1
31.5,81.25,112.75,17622.2,0,1
31.5,81.5,113,17750,0,1
31.5,81.75,113.25,17878.2,0,1
31.5,82,113.5,18006.8,0,1
31.5,82.25,113.75,18135.8,0,1
31.5,82.5,114,18265.2,0,1
31.5,82.75,114.25,18395,0,1
31.5,83,114.5,18525.2,0,1
31.5,83.25,114.75,18655.8,0,1
31.5,83.5,115,18786.7,0,1
31.5,83.75,115.25,18918.1,0,1
31.5,84,115.5,19049.8,0,1
31.5,84.25,115.75,19182,0,1
31.5,84.5,116,19314.5,0,1
31.5,84.75,116.25,19447.4,0,1
31.5,85,116.5,19580.8,0,1
31.5,85.25,116.75,19714.5,0,1
31.5,85.5,117,19848.6,0,1
31.5,85.75,117.25,19983.1,0,1
31.5,86,117.5,20118,0,1
31.5,86.25,117.75,20253.3,0,1
31.5,86.5,118,20388.9,0,1
31.5,86.75,118.25,20525,0,1
31.5,87,118.5,20661.5,0,1
31.5,87.25,118.75,20798.3,0,1
31.5,87.5,119,20935.6,0,1
31.5,87.75,119.25,21073.2,0,1
31.5,88,119.5,21211.2,0,1
31.5,88.25,119.75,21349.7,0,1
31.5,88.5,120,21488.5,0,1
31.5,88.75,120.25,21627.7,0,1
31.5,89,120.5,21767.3,0,1
31.5,89.25,120.75,21907.3,0,1
31.5,89.5,121,22047.7,0,1
31.5,89.75,121.25,22188.5,0,1
31.5,90,121.5,22329.7,0,1
31.5,90.25,121.75,22471.2,0,1
31.5,90.5,122,22613.2,0,1
31.5,90.75,122.25,22755.5,0,1
31.5,91,122.5,22898.3,0,1
31.5,91.25,122.75,23041.4,0,1
31.5,91.5,123,23185,0,1
31.5,91.75,123.25,23328.9,0,1
31.5,92,123.5,23473.2,0,1
31.5,92.25,123.75,23617.9,0,1
31.5,92.5,124,23763,0,1
31.5,92.75,124.25,23908.5,0,1
31.5,93,124.5,24054.4,0,1
31.5,93.25,124.75,24200.7,0,1
31.5,93.5,125,24347.3,0,1
31.5,93.75,125.25,24494.4,0,1
31.5,94,125.5,24641.9,0,1
31.5,94.25,125.75,24789.7,0,1
31.5,94.5,126,24938,0,1
31.5,94.75,126.25,25086.6,0,1
31.5,95,126.5,25235.6,0,1
31.5,95.25,126.75,25385.1,0,1
31.5,95.5,127,25534.9,0,1
31.5,95.75,127.25,25685.1,0,1
31.5,96,127.5,25835.7,0,1
31.5,96.25,127.75,25986.7,0,1
31.5,96.5,128,26138.1,0,1
31.5,96.75,128.25,26289.8,0,1
31.5,97,128.5,26442,0,1
31.5,97.25,128.75,26594.6,0,1
31.5,97.5,129,26747.5,0,1
31.5,97.75,129.25,26900.9,0,1
31.5,98,129.5,27054.6,0,1
31.5,98.25,129.75,27208.7,0,1
31.5,98.5,130,27363.3,0,1
31.5,98.75,130.25,27518.2,0,1
31.5,99,130.5,27673.5,0,1
31.5,99.25,130.75,27829.2,0,1
31.5,99.5,131,27985.3,0,1
31.5,99.75,131.25,28141.8,0,1
31.75,10,41.75,-2852.76,1,0
31.75,10.25,42,-2836.86,1,0
31.75,10.5,42.25,-2820.56,1,0
31.75,10.75,42.5,-2803.87,1,0
31.75,11,42.75,-2786.79,1,0
31.75,11.25,43,-2769.31,1,0
31.75,11.5,43.25,-2751.45,1,0
31.75,11.75,43.5,-2733.19,1,0
31.75,12,43.75,-2714.53,1,0
31.75,12.25,44,-2695.49,1,0
31.75,12.5,44.25,-2676.05,1,0
31.75,12.75,44.5,-2656.22,1,0
31.75,13,44.75,-2635.99,1,0
31.75,13.25,45,-2615.38,1,0
31.75,13.5,45.25,-2594.37,1,0
31.75,13.75,45.5,-2572.96,1,0
31.75,14,45.75,-2551.17,1,0
31.75,14.25,46,-2528.98,1,0
31.75,14.5,46.25,-2506.4,1,0
31.75,14.75,46.5,-2483.43,1,0
31.75,15,46.75,-2460.06,1,0
31.75,15.25,47,-2436.31,1,0
31.75,15.5,47.25,-2412.15,1,0
31.75,15.75,47.5,-2387.61,1,0
31.75,16,47.75,-2362.67,1,0
31.75,16.25,48,-2337.34,1,0
31.75,16.5,48.25,-2311.62,1,0
31.75,16.75,48.5,-2285.51,1,0
31.75,17,48.75,-2259,1,0
31.75,17.25,49,-2232.1,1,0
31.75,17.5,49.25,-2204.81,1,0
31.75,17.75,49.5,-2177.12,1,0
31.75,18,49.75,-2149.05,1,0
31.75,18.25,50,-2120.58,1,0
31.75,18.5,50.25,-2091.71,1,0
31.75,18.75,50.5,-2062.46,1,0
31.75,19,50.75,-2032.81,1,0
31.75,19.25,51,-2002.77,1,0
31.75,19.5,51.25,-1972.33,1,0
31.75,19.75,51.5,-1941.5,1,0
31.75,20,51.75,-1910.28,1,0
31.75,20.25,52,-1878.67,1,0
31.75,20.5,52.25,-1846.67,1,0
31.75,20.75,52.5,-1814.27,1,0
31.75,21,52.75,-1781.48,1,0
31.75,21.25,53,-1748.3,1,0
31.75,21.5,53.25,-1714.72,1,0
31.75,21.75,53.5,-1680.75,1,0
31.75,22,53.75,-1646.39,1,0
31.75,22.25,54,-1611.64,1,0
31.75,22.5,54.25,-1576.49,1,0
31.75,22.75,54.5,-1540.95,1,0
31.75,23,54.75,-1505.02,1,0
31.75,23.25,55,-1468.69,1,0
31.75,23.5,55.25,-1431.98,1,0
31.75,23.75,55.5,-1394.87,1,0
31.75,24,55.75,-1357.36,1,0
31.75,24.25,56,-1319.47,1,0
31.75,24.5,56.25,-1281.18,1,0
31.75,24.75,56.5,-1242.5,1,0
31.75,25,56.75,-1203.43,1,0
31.75,25.25,57,-1163.96,1,0
31.75,25.5,57.25,-1124.1,1,0
31.75,25.75,57.5,-1083.85,1,0
31.75,26,57.75,-1043.21,1,0
31.75,26.25,58,-1002.17,1,0
31.75,26.5,58.25,-960.738,1,0
31.75,26.75,58.5,-918.916,1,0
31.75,27,58.75,-876.701,1,0
31.75,27.25,59,-834.093,1,0
31.75,27.5,59.25,-791.092,1,0
31.75,27.75,59.5,-747.699,1,0
31.75,28,59.75,-703.913,1,0
31.75,28.25,60,-659.734,1,0
31.75,28.5,60.25,-615.163,1,0
31.75,28.75,60.5,-570.199,1,0
31.75,29,60.75,-524.842,1,0
31.75,29.25,61,-479.093,1,0
31.75,29.5,61.25,-432.951,1,0
31.75,29.75,61.5,-386.416,1,0
31.75,30,61.75,-339.488,1,0
31.75,30.25,62,-292.168,1,0
31.75,30.5,62.25,-244.455,1,0
31.75,30.75,62.5,-196.35,1,0
31.75,31,62.75,-147.851,1,0
31.75,31.25,63,-98.9602,1,0
31.75,31.5,63.25,-49.6764,1,0
31.75,31.75,63.5,0,1,0
31.75,32,63.75,50.0691,1,1
31.75,32.25,64,100.531,1,1
31.75,32.5,64.25,151.385,1,1
31.75,32.75,64.5,202.633,1,1
31.75,33,64.75,254.273,1,1
31.75,33.25,65,306.305,1,1
31.75,33.5,65.25,358.731,1,1
31.75,33.75,65.5,411.549,1,1
31.75,34,65.75,464.759,1,1
31.75,34.25,66,518.363,1,1
31.75,34.5,66.25,572.359,1,1
31.75,34.75,66.5,626.748,1,1
31.75,35,66.75,681.529,1,1
31.75,35.25,67,736.703,1,1
31.75,35.5,67.25,792.27,1,1
31.75,35.75,67.5,848.23,1,1
31.75,36,67.75,904.582,1,1
31.75,36.25,68,961.327,1,1
31.75,36.5,68.25,1018.47,1,1
31.75,36.75,68.5,1076,1,1
31.75,37,68.75,1133.92,1,1
31.75,37.25,69,1192.23,1,1
31.75,37.5,69.25,1250.94,1,1
31.75,37.75,69.5,1310.04,1,1
31.75,38,69.75,1369.54,1,1
31.75,38.25,70,1429.42,1,1
31.75,38.5,70.25,1489.7,1,1
31.75,38.75,70.5,1550.38,1,1
31.75,39,70.75,1611.44,1,1
31.75,39.25,71,1672.9,1,1
31.75,39.5,71.25,1734.75,1,1
31.75,39.75,71.5,1796.99,1,1
31.75,40,71.75,1859.63,1,1
31.75,40.25,72,1922.65,1,1
31.75,40.5,72.25,1986.08,1,1
31.75,40.75,72.5,2049.89,1,1
31.75,41,72.75,2114.1,1,1
31.75,41.25,73,2178.69,1,1
31.75,41.5,73.25,2243.69,1,1
31.75,41.75,73.5,2309.07,1,1
31.75,42,73.75,2374.85,1,1
31.75,42.25,74,2441.02,1,1
31.75,42.5,74.25,2507.58,1,1
31.75,42.75,74.5,2574.54,1,1
31.75,43,74.75,2641.88,1,1
31.75,43.25,75,2709.62,1,1
31.75,43.5,75.25,2777.76,1,1
31.75,43.75,75.5,2846.28,1,1
31.75,44,75.75,2915.2,1,1
31.75,44.25,76,2984.51,1,1
31.75,44.5,76.25,3054.22,1,1
31.75,44.75,76.5,3124.31,1,1
31.75,45,76.75,3194.8,1,1
31.75,45.25,77,3265.69,1,1
31.75,45.5,77.25,3336.96,1,1
31.75,45.75,77.5,3408.63,1,1
31.75,46,77.75,3480.69,1,1
31.75,46.25,78,3553.14,1,1
31.75,46.5,78.25,3625.99,1,1
31.75,46.75,78.5,3699.23,1,1
31.75,47,78.75,3772.86,1,1
31.75,47.25,79,3846.88,1,1
31.75,47.5,79.25,3921.3,1,1
31.75,47.75,79.5,3996.11,1,1
31.75,48,79.75,4071.31,1,1
31.75,48.25,80,4146.9,1,1
31.75,48.5,80.25,4222.89,1,1
31.75,48.75,80.5,4299.27,1,1
31.75,49,80.75,4376.04,1,1
31.75,49.25,81,4453.21,1,1
31.75,49.5,81.25,4530.77,1,1
31.75,49.75,81.5,4608.72,1,1
31.75,50,81.75,4687.06,1,1
31.75,50.25,82,4765.8,1,1
31.75,50.5,82.25,4844.92,1,1
31.75,50.75,82.5,4924.45,1,1
31.75,51,82.75,5004.36,1,1
31.75,51.25,83,5084.67,1,1
31.75,51.5,83.25,5165.37,1,1
31.75,51.75,83.5,5246.46,1,1
31.75,52,83.75,5327.94,1,1
31.75,52.25,84,5409.82,1,1
31.75,52.5,84.25,5492.09,1,1
31.75,52.75,84.5,5574.76,1,1
31.75,53,84.75,5657.81,0,1
31.75,53.25,85,5741.26,0,1
31.75,53.5,85.25,5825.1,0,1
31.75,53.75,85.5,5909.34,0,1
31.75,54,85.75,5993.96,0,1
31.75,54.25,86,6078.98,0,1
31.75,54.5,86.25,6164.39,0,1
31.75,54.75,86.5,6250.2,0,1
31.75,55,86.75,6336.4,0,1
31.75,55.25,87,6422.99,0,1
31.75,55.5,87.25,6509.97,0,1
31.75,55.75,87.5,6597.34,0,1
31.75,56,87.75,6685.11,0,1
31.75,56.25,88,6773.27,0,1
31.75,56.5,88.25,6861.83,0,1
31.75,56.75,88.5,6950.77,0,1
31.75,57,88.75,7040.11,0,1
31.75,57.25,89,7129.84,0,1
31.75,57.5,89.25,7219.97,0,1
31.75,57.75,89.5,7310.49,0,1
31.75,58,89.75,7401.4,0,1
31.75,58.25,90,7492.7,0,1
31.75,58.5,90.25,7584.39,0,1
31.75,58.75,90.5,7676.48,0,1
31.75,59,90.75,7768.96,0,1
31.75,59.25,91,7861.84,0,1
31.75,59.5,91.25,7955.1,0,1
31.75,59.75,91.5,8048.76,0,1
31.75,60,91.75,8142.81,0,1
31.75,60.25,92,8237.26,0,1
31.75,60.5,92.25,8332.09,0,1
