parameter1,parameter2,criteria1,criteria2,constraint1,constraint2
80.236,79.435,159.671,-401.799,1,0
73.603,87.967,161.57,7290.98,1,1
75.151,37,112.151,-13441.8,1,0
95.824,38.953,134.777,-24080,1,0
61.408,73.783,135.191,5255.85,1,1
93.268,84.421,177.689,-4938.63,1,0
61.903,81.622,143.525,8891.24,1,1
52.453,69.49,121.943,6526.79,1,1
14.788,40.033,54.821,4347.83,0,1
64.36,99.604,163.964,18154.5,1,1
62.605,81.91,144.515,8764.61,1,1
57.745,63.217,120.962,2079.43,1,1
83.62,20.647,104.267,-20627.7,1,0
73.729,51.598,125.327,-8713.56,1,0
51.04,62.893,113.933,4242.56,1,1
31.501,31.276,62.777,-44.3744,1,0
42.328,95.113,137.441,22791.7,0,1
76.411,17.479,93.89,-17382.8,1,0
89.281,72.235,161.516,-8649.44,1,0
46.441,50.689,97.13,1296.25,1,1
13.186,96.877,110.063,28938.1,0,1
35.11,32.257,67.367,-603.808,1,0
78.499,77.563,156.062,-458.905,1,0
91.747,50.455,142.202,-18446.8,1,0
74.764,56.107,130.871,-7670.7,1,0
50.059,37.369,87.428,-3485.48,1,0
38.017,97.804,135.821,25510.8,0,1
90.586,78.814,169.4,-6264.89,1,0
75.619,64.324,139.943,-4965.78,1,0
30.412,26.659,57.071,-672.89,1,0
27.217,19.081,46.298,-1183.38,1,0
15.103,26.713,41.816,1525.19,0,1
71.362,81.523,152.885,4880.35,1,1
34.201,60.643,94.844,7878.69,0,1
53.758,37.81,91.568,-4587.75,1,0
11.341,24.121,35.462,1423.78,0,1
34.687,36.451,71.138,394.23,1,1
46.378,70.354,116.732,8792.58,1,1
71.191,38.134,109.325,-11353.6,1,0
20.809,45.955,66.764,5274.26,0,1
51.409,60.868,112.277,3336.46,1,1
73.333,46.603,119.936,-10071.6,1,0
25.84,31.087,56.927,938.381,1,1
25.417,91.468,116.885,24254.3,0,1
52.579,12.997,65.576,-8154.41,1,0
18.127,69.796,87.923,14271.9,0,1
22.078,23.239,45.317,165.289,1,1
53.686,83.449,137.135,12822.6,1,1
61.93,45.055,106.985,-5671.74,1,0
44.092,72.856,116.948,10568,1,1
72.865,45.433,118.298,-10194.9,1,0
86.977,64.72,151.697,-10607,1,0
39.061,33.364,72.425,-1296.24,1,0
92.242,67.42,159.662,-12450.5,1,0
28.666,13.051,41.717,-2046.47,1,0
13.375,37.243,50.618,3795.52,0,1
31.087,43.876,74.963,3011.85,1,1
73.846,46.927,120.773,-10213.6,1,0
32.14,89.263,121.403,21786.6,0,1
95.563,74.719,170.282,-11150.6,1,0
59.428,70.867,130.295,4682.37,1,1
44.524,38.683,83.207,-1526.85,1,0
51.274,55.378,106.652,1375.07,1,1
22.132,13.204,35.336,-991.109,1,0
90.433,23.392,113.825,-23973.3,1,0
76.06,30.466,106.526,-15258.5,1,0
26.002,63.046,89.048,10363.2,0,1
52.354,22.231,74.585,-7058.29,1,0
53.578,44.596,98.174,-2770.25,1,0
79.651,39.412,119.063,-15051.3,1,0
47.647,50.194,97.841,782.888,1,1
66.655,35.902,102.557,-9908.38,1,0
84.079,40.51,124.589,-17053.3,1,0
72.829,16.219,89.048,-15836.8,1,0
29.773,35.569,65.342,1189.79,1,1
80.938,46.378,127.316,-13823.1,1,0
96.436,82.63,179.066,-7766.6,1,0
75.061,47.71,122.771,-10549.2,1,0
95.176,87.193,182.369,-4573.69,1,0
50.914,85.609,136.523,14880.7,0,1
67.753,84.142,151.895,7820.7,1,1
16.075,50.923,66.998,7334.82,0,1
47.188,58.429,105.617,3729.83,1,1
63.154,57.934,121.088,-1985.74,1,0
93.025,42.805,135.83,-21430,1,0
87.346,97.84,185.186,6105.19,1,1
83.008,54.01,137.018,-12482.3,1,0
33.742,34.255,67.997,109.586,1,1
84.52,63.748,148.268,-9675.55,1,0
97.642,71.461,169.103,-13908.7,1,0
89.317,45.748,135.065,-18487.2,1,0
17.839,52.921,70.76,7798.7,0,1
85.555,82.9,168.455,-1405.07,1,0
90.631,80.731,171.362,-5329.66,1,0
37.261,98.713,135.974,26250.8,0,1
66.349,95.023,161.372,14536.7,1,1
82.855,39.592,122.447,-16642.4,1,0
45.946,87.22,133.166,17267.1,0,1
55.198,66.277,121.475,4228.02,1,1
12.322,15.391,27.713,267.196,1,1
66.25,89.677,155.927,11475.9,1,1
13.24,49.258,62.498,7071.89,0,1
43.687,94.15,137.837,21851.9,0,1
40.681,85.375,126.056,17699.6,0,1
25.066,95.491,120.557,26672.8,0,1
56.836,71.551,128.387,5935.14,1,1
98.416,31.852,130.268,-27241.2,1,0
24.472,83.971,108.443,20270.3,0,1
14.752,72.271,87.023,15725.2,0,1
31.87,42.022,73.892,2356.67,1,1
70.984,55.387,126.371,-6192.11,1,0
94.213,21.016,115.229,-26497.5,1,0
84.988,97.327,182.315,7067.28,1,1
98.236,97.354,195.59,-541.957,1,0
63.604,10.558,74.162,-12359,1,0
12.745,29.863,42.608,2291.36,0,1
57.403,73.153,130.556,6459.92,1,1
36.289,58.258,94.547,6525.41,1,1
34.48,34.147,68.627,-71.7942,1,0
43.633,49.546,93.179,1730.92,1,1
86.806,57.646,144.452,-13233.1,1,0
21.106,85.222,106.328,21417.3,0,1
79.498,35.578,115.076,-15878,1,0
69.193,84.25,153.443,7258.31,1,1
97.858,91.072,188.93,-4027.77,1,0
83.44,36.01,119.45,-17798.7,1,0
46.459,44.821,91.28,-469.72,1,0
47.026,88.615,135.641,17722.3,0,1
42.157,12.43,54.587,-5097.89,1,0
85.969,62.929,148.898,-10777.6,1,0
70.165,88.723,158.888,9263.44,1,1
49.96,27.568,77.528,-5453.83,1,0
29.044,43.426,72.47,3274.37,1,1
75.835,53.524,129.359,-9067.04,1,0
67.573,76.636,144.209,4105.96,1,1
93.079,54.379,147.458,-17927.9,1,0
34.282,71.353,105.635,12302.5,0,1
39.61,13.78,53.39,-4332.46,1,0
96.931,65.971,162.902,-15844.5,1,0
55.207,61.957,117.164,2484.55,1,1
24.211,95.815,120.026,26999.9,0,1
55.144,60.679,115.823,2014.01,1,1
40.645,92.17,132.815,21498.8,0,1
16.462,72.802,89.264,15799.5,0,1
61.777,92.44,154.217,14855.8,1,1
92.899,31.942,124.841,-23907.3,1,0
48.331,42.868,91.199,-1565.2,1,0
49.51,67.375,116.885,6560.12,1,1
76.294,82.513,158.807,3102.7,1,1
20.908,11.035,31.943,-990.774,1,0
59.158,71.155,130.313,4911.46,1,1
22.582,50.608,73.19,6444.11,0,1
42.508,19.36,61.868,-4499.14,1,0
54.397,96.607,151.004,20024.1,0,1
75.34,66.772,142.112,-3825.25,1,0
58.573,89.551,148.124,14415.5,1,1
62.587,13.717,76.304,-11714.9,1,0
17.398,93.232,110.63,26356.4,0,1
63.055,23.869,86.924,-10700.9,1,0
33.202,24.832,58.034,-1526.01,1,0
73.477,26.11,99.587,-14819.3,1,0
46.774,21.808,68.582,-5379.09,1,0
26.146,53.461,79.607,6831.28,0,1
79.183,92.44,171.623,7147.77,1,1
93.142,57.259,150.401,-16954.7,1,0
60.643,19.468,80.111,-10362.8,1,0
28.414,73.225,101.639,14308.5,0,1
60.085,60.922,121.007,318.189,1,1
82.594,71.65,154.244,-5303.15,1,0
57.538,25.102,82.64,-8421.07,1,0
38.422,73.279,111.701,12232,0,1
71.821,91.009,162.83,9815.54,1,1
44.164,79.228,123.392,13592.5,0,1
51.418,97.219,148.637,21387.1,0,1
60.265,74.62,134.885,6082.98,1,1
79.228,33.742,112.97,-16143.2,1,0
57.898,83.17,141.068,11200,1,1
45.55,74.044,119.594,10705.6,1,1
93.799,81.901,175.7,-6567.43,1,0
33.652,86.95,120.602,20193.7,0,1
96.337,84.295,180.632,-6833.5,1,0
96.418,24.751,121.169,-27281,1,0
24.697,56.503,81.2,8113.63,0,1
42.85,64.459,107.309,7284.85,1,1
28.153,57.556,85.709,7917.13,0,1
79.561,23.743,103.304,-18115.1,1,0
88.003,51.382,139.385,-16036,1,0
71.929,32.167,104.096,-13003.3,1,0
87.778,23.347,111.125,-22493.5,1,0
86.554,15.211,101.765,-22808.7,1,0
55.135,65.782,120.917,4044.5,1,1
38.953,13.042,51.995,-4232.49,1,0
16.129,41.671,57.8,4638.02,0,1
44.254,99.928,144.182,25218.2,0,1
80.749,67.915,148.664,-5994.01,1,0
86.878,77.086,163.964,-5043.94,1,0
19.378,50.473,69.851,6823.59,0,1
59.005,34.075,93.08,-7290.02,1,0
64.144,91.855,155.999,13580.8,1,1
88.534,82.306,170.84,-3342.63,1,0
16.579,35.263,51.842,3043,0,1
63.217,94.582,157.799,15548.9,1,1
43.822,35.146,78.968,-2152.39,1,0
83.917,88.768,172.685,2631.7,1,1
48.493,70.48,118.973,8217.96,1,1
93.988,60.805,154.793,-16136.8,1,0
93.43,32.941,126.371,-24014.5,1,0
31.015,99.559,130.574,28117.5,0,1
31.789,65.269,97.058,10208.6,0,1
99.496,12.538,112.034,-30606.2,1,0
90.352,53.542,143.894,-16640.2,1,0
46.792,99.739,146.531,24373.7,0,1
94.015,95.797,189.812,1062.63,1,1
90.982,58.168,149.15,-15375.6,1,0
54.829,46.693,101.522,-2594.9,1,0
97.642,28.576,126.218,-27386.4,1,0
71.956,60.859,132.815,-4630.23,1,0
23.167,15.778,38.945,-904.039,1,0
86.014,97.084,183.098,6367.68,1,1
94.555,91.675,186.23,-1684.97,1,0
34.732,55.711,90.443,5960.87,1,1
19.648,28.171,47.819,1280.39,1,1
45.82,40.663,86.483,-1401.13,1,0
84.898,67.609,152.507,-8283.42,1,0
63.109,84.394,147.503,9863.35,1,1
37.315,20.629,57.944,-3037.46,1,0
37.945,74.107,112.052,12729.8,0,1
77.536,89.128,166.664,6069.46,1,1
37.081,68.527,105.608,10433.1,0,1
47.296,49.078,96.374,539.532,1,1
15.22,12.106,27.326,-267.328,1,0
67.654,44.344,111.998,-8201.67,1,0
30.142,80.821,110.963,17666.7,0,1
17.299,73.324,90.623,15950.3,0,1
45.082,69.022,114.104,8581.73,1,1
32.167,36.982,69.149,1046,1,1
24.733,41.824,66.557,3573.64,0,1
22.321,60.553,82.874,9953.94,0,1
39.655,97.228,136.883,24758.2,0,1
85.339,92.764,178.103,4154.49,1,1
81.622,79.822,161.444,-912.944,1,0
70.57,76.735,147.305,2852.99,1,1
53.938,48.106,102.044,-1869.63,1,0
65.872,48.187,114.059,-6337.01,1,0
16.633,70.336,86.969,14672.8,0,1
87.265,79.021,166.286,-4306.69,1,0
39.619,22.087,61.706,-3398.67,1,0
23.374,59.761,83.135,9503.42,0,1
60.085,87.841,147.926,12898.9,1,1
33.085,95.167,128.252,25013.8,0,1
56.863,55.252,112.115,-567.426,1,0
89.317,71.596,160.913,-8958.37,1,0
87.076,11.647,98.723,-23394.1,1,0
89.317,83.908,173.225,-2943.59,1,0
98.875,74.656,173.531,-13203.3,1,0
43.84,47.665,91.505,1099.58,1,1
54.487,14.41,68.897,-8674.52,1,0
24.409,65.593,90.002,11644.8,0,1
52.525,47.449,99.974,-1594.26,1,0
70.948,59.158,130.106,-4819.05,1,0
74.953,58.213,133.166,-7003.23,1,0
95.356,14.572,109.928,-27898.7,1,0
70.3,75.898,146.198,2571.13,1,1
64.333,30.385,94.718,-10101.7,1,0
63.739,54.586,118.325,-3402.44,1,0
82.72,20.602,103.322,-20163.2,1,0
99.847,39.214,139.061,-26488.9,1,0
49.366,54.091,103.457,1535.72,1,1
40.861,38.683,79.544,-544.271,1,0
37.999,39.736,77.735,424.196,1,1
13.348,71.848,85.196,15657.6,0,1
77.401,25.003,102.404,-16857,1,0
76.258,58.978,135.236,-7341.52,1,0
80.596,28.783,109.379,-17804.2,1,0
96.427,51.544,147.971,-20864.5,1,0
45.118,71.389,116.507,9615.65,1,1
66.925,97.642,164.567,15880.8,1,1
43.129,94.393,137.522,22148,0,1
73.54,64.639,138.179,-3863.94,1,0
81.955,37.279,119.234,-16734.9,1,0
19.225,31.843,51.068,2024.37,1,1
47.881,19.072,66.953,-6059.66,1,0
61.057,87.247,148.304,12202.2,1,1
30.34,59.086,89.426,8075.9,0,1
83.098,58.339,141.437,-11001.4,1,0
88.822,86.446,175.268,-1308.27,1,0
87.355,33.4,120.755,-20468.5,1,0
11.449,30.79,42.239,2566.51,0,1
82.378,49.213,131.591,-13710.6,1,0
16.741,45.982,62.723,5761.94,0,1
57.925,51.859,109.784,-2092.14,1,0
74.539,82.018,156.557,3678.46,1,1
49.501,17.668,67.169,-6717.32,1,0
76.42,80.209,156.629,1864.43,1,1
72.307,25.543,97.85,-14375.5,1,0
17.488,48.709,66.197,6492.84,0,1
47.386,22.537,69.923,-5458.57,1,0
57.781,65.62,123.401,3038.99,1,1
66.952,78.121,145.073,5090.39,1,1
24.706,50.059,74.765,5954.94,0,1
93.637,70.705,164.342,-11839.7,1,0
36.505,80.992,117.497,16421.4,0,1
61.273,95.131,156.404,16636.4,1,1
11.782,10.819,22.601,-68.376,1,0
11.512,18.532,30.044,662.59,1,1
13.969,26.614,40.583,1612.18,0,1
27.559,78.508,106.067,16977.2,0,1
98.632,34.237,132.869,-26879.8,1,0
53.353,42.22,95.573,-3342.7,1,0
14.446,82.828,97.274,20897.2,0,1
57.763,79.111,136.874,9179.69,1,1
31.537,62.326,93.863,9079.04,0,1
91.648,46.495,138.143,-19595.9,1,0
85.114,58.609,143.723,-11967.5,1,0
81.784,99.82,181.604,10290,1,1
98.668,75.421,174.089,-12714.2,1,0
37.693,92.341,130.034,22324.5,0,1
23.59,56.134,79.724,8150.98,0,1
54.64,25.372,80.012,-7356.95,1,0
56.962,23.329,80.291,-8483.64,1,0
91.072,60.931,152.003,-14393.3,1,0
39.943,75.808,115.751,13042,0,1
96.616,38.575,135.191,-24650.9,1,0
67.213,49.969,117.182,-6348.17,1,0
70.804,71.659,142.463,382.664,1,1
89.965,85.735,175.7,-2334.87,1,0
50.77,78.679,129.449,11349.9,1,1
48.061,99.595,147.656,23905.3,0,1
25.174,33.175,58.349,1466.65,1,1
58.204,96.958,155.162,18890.9,1,1
90.172,24.04,114.212,-23728.7,1,0
39.556,85.033,124.589,17800.1,0,1
73.549,53.146,126.695,-8120.89,1,0
41.176,28.198,69.374,-2828.49,1,0
35.686,55.306,90.992,5608.57,1,1
41.527,83.935,125.462,16715.1,0,1
16.237,38.638,54.875,3861.82,0,1
59.743,70.021,129.764,4189.99,1,1
67.213,26.956,94.169,-11909.7,1,0
77.158,95.185,172.343,9760.39,1,1
55.783,67.132,122.915,4382.4,1,1
80.929,63.73,144.659,-7816.25,1,0
45.811,86.158,131.969,16727.6,0,1
63.325,28.153,91.478,-10108,1,0
76.51,78.697,155.207,1066.38,1,1
25.111,66.682,91.793,11988.1,0,1
59.905,54.667,114.572,-1885.36,1,0
18.883,33.454,52.337,2395.79,0,1
64.981,50.059,115.04,-5392.94,1,0
18.82,90.676,109.496,24717.9,0,1
62.533,17.515,80.048,-11321,1,0
74.611,68.779,143.39,-2627.16,1,0
46.153,91.522,137.675,19622.9,0,1
38.8,70.543,109.343,10904.1,0,1
18.478,15.967,34.445,-271.721,1,0
65.728,31.429,97.157,-10469,1,0
40.267,13.825,54.092,-4493.42,1,0
52.327,43.246,95.573,-2726.58,1,0
89.992,72.82,162.812,-8783.29,1,0
61.399,66.502,127.901,2050.45,1,1
51.517,43.678,95.195,-2344.36,1,0
90.352,68.59,158.942,-10866.4,1,0
55.522,99.235,154.757,21252.5,0,1
92.053,20.503,112.556,-25300.4,1,0
16.471,10.873,27.344,-480.889,1,0
68.347,69.004,137.351,283.496,1,1
18.397,42.958,61.355,4734.19,0,1
94.951,21.718,116.669,-26841.8,1,0
34.48,90.928,125.408,22239.4,0,1
82.261,10.126,92.387,-20936.6,1,0
64.063,47.998,112.061,-5655.68,1,0
88.732,94.33,183.062,3219.44,1,1
18.991,41.059,60.05,4163.19,0,1
94.744,98.983,193.727,2579.9,1,1
13.888,23.311,37.199,1101.21,0,1
32.653,22.573,55.226,-1748.86,1,0
56.989,23.005,79.994,-8540.47,1,0
81.172,69.679,150.851,-5446.68,1,0
79.417,40.393,119.81,-14688.4,1,0
47.359,53.056,100.415,1797.19,1,1
98.434,15.706,114.14,-29664.7,1,0
79.228,73.999,153.227,-2517.12,1,0
15.841,74.188,90.029,16502.5,0,1
85.726,97.489,183.215,6770.63,1,1
32.284,67.987,100.271,11246.8,0,1
64.792,86.347,151.139,10234.7,1,1
73.153,53.524,126.677,-7811.7,1,0
47.845,82.153,129.998,14011.4,0,1
51.751,42.589,94.34,-2715.41,1,0
48.304,55.639,103.943,2395.22,1,1
55.9,70.966,126.866,6004.72,1,1
35.389,70.057,105.446,11484.4,0,1
83.971,73.729,157.7,-5074.19,1,0
39.745,30.556,70.301,-2029.46,1,0
14.122,44.272,58.394,5531.02,0,1
73.612,12.556,86.168,-16528.1,1,0
49.978,52.849,102.827,927.449,1,1
76.564,55.819,132.383,-8627.71,1,0
84.205,29.458,113.663,-19549.2,1,0
20.485,16.489,36.974,-464.164,1,0
87.445,75.277,162.722,-6220.36,1,0
60.004,27.775,87.779,-8887.66,1,0
28.801,97.849,126.65,27473,0,1
67.096,37.72,104.816,-9673.2,1,0
40.438,15.4,55.838,-4392.17,1,0
50.536,53.506,104.042,970.767,1,1
76.366,75.925,152.291,-210.99,1,0
23.563,27.514,51.077,633.99,1,1
49.654,20.476,70.13,-6428.49,1,0
48.07,20.944,69.014,-5881.29,1,0
54.748,78.859,133.607,10120.3,1,1
80.668,61.903,142.571,-8404.84,1,0
88.876,57.232,146.108,-14525,1,0
74.89,73.081,147.971,-840.94,1,0
43.858,85.375,129.233,16855.8,0,1
46.738,31.312,78.05,-3782.48,1,0
60.652,96.742,157.394,17845.3,1,1
16.255,46.621,62.876,5998.22,0,1
94.591,73.351,167.942,-11206.3,1,0
74.35,92.197,166.547,9337.96,1,1
78.751,24.886,103.637,-17537.6,1,0
12.871,55.126,67.997,9026.47,0,1
57.979,26.434,84.413,-8365.46,1,0
39.808,64.801,104.609,8213.67,1,1
94.087,77.878,171.965,-8756.81,1,0
75.745,48.835,124.58,-10532,1,0
56.737,56.413,113.15,-115.173,1,0
10.738,12.781,23.519,150.951,1,1
70.822,75.637,146.459,2215.45,1,1
75.862,14.68,90.542,-17403,1,0
28.18,79.768,107.948,17495,0,1
93.16,78.841,172.001,-7737.37,1,0
76.51,66.583,143.093,-4462.58,1,0
82.63,38.269,120.899,-16849,1,0
39.934,56.98,96.914,5189.9,1,1
30.466,75.862,106.328,15164,0,1
39.034,33.337,72.371,-1295.27,1,0
88.156,54.181,142.337,-15192.4,1,0
16.948,27.964,44.912,1554.3,1,1
18.982,11.035,30.017,-749.412,1,0
63.01,51.895,114.905,-4012.34,1,0
17.038,76.924,93.962,17677.8,0,1
65.485,74.953,140.438,4177.27,1,1
79.705,93.475,173.18,7491.72,1,1
17.758,55.576,73.334,8712.72,0,1
65.323,35.938,101.261,-9347.98,1,0
92.512,25.66,118.172,-24818.7,1,0
71.947,69.031,140.978,-1291.48,1,0
82.243,54.586,136.829,-11888.7,1,0
97.3,79.354,176.654,-9959.58,1,0
68.734,84.943,153.677,7825.55,1,1
22.384,97.777,120.161,28460.6,0,1
75.448,10.54,85.988,-17534.2,1,0
19.126,82.396,101.522,20179.4,0,1
85.672,28.117,113.789,-20574.7,1,0
50.599,48.682,99.281,-597.913,1,0
37.18,24.814,61.994,-2408.4,1,0
25.606,92.665,118.271,24916.4,0,1
56.935,62.488,119.423,2083.37,1,1
86.14,64.693,150.833,-10162.8,1,0
75.232,18.64,93.872,-16689.4,1,0
57.799,67.744,125.543,3922.36,1,1
34.3,86.923,121.223,20040.6,0,1
36.775,16.543,53.318,-3388.93,1,0
41.509,91.252,132.761,20746.9,0,1
53.065,67.411,120.476,5429.77,1,1
76.195,65.449,141.644,-4781.84,1,0
32.356,18.811,51.167,-2177.3,1,0
33.157,41.491,74.648,1954.44,1,1
91.216,18.829,110.045,-25025.4,1,0
59.608,98.983,158.591,19617.7,1,1
24.688,86.788,111.476,21748.2,0,1
80.965,97.462,178.427,9247.31,1,1
46.63,37.9,84.53,-2318.33,1,0
59.95,89.938,149.888,14121,1,1
59.761,35.182,94.943,-7331.23,1,0
98.578,74.737,173.315,-12981.1,1,0
60.103,32.878,92.981,-7952.65,1,0
61.66,86.878,148.538,11767.9,1,1
96.598,93.169,189.767,-2044.27,1,0
45.298,49.663,94.961,1302.21,1,1
60.58,78.661,139.241,7909.33,1,1
72.289,50.113,122.402,-8527.5,1,0
87.481,95.446,182.927,4577.34,1,1
81.604,45.865,127.469,-14311.9,1,0
71.452,41.212,112.664,-10703.3,1,0
12.016,86.14,98.156,22857.3,0,1
85.168,82.99,168.158,-1150.6,1,0
50.77,88.966,139.736,16767.8,0,1
78.058,10.729,88.787,-18780.3,1,0
78.913,37.828,116.741,-15068,1,0
93.079,77.491,170.57,-8353.01,1,0
69.733,53.182,122.915,-6391.15,1,0
67.546,31.393,98.939,-11237.3,1,0
97.237,64.144,161.381,-16777.9,1,0
81.73,99.703,181.433,10244.4,1,1
70.975,99.478,170.453,15263.2,1,1
78.373,10.432,88.805,-18954.8,1,0
49.591,65.854,115.445,5898.28,1,1
63.055,31.195,94.25,-9433.59,1,0
68.887,34.507,103.394,-11167.4,1,0
29.575,70.903,100.478,13045.6,0,1
77.815,71.92,149.735,-2773.05,1,0
53.893,28.585,82.478,-6557.61,1,0
60.886,89.128,150.014,13310,1,1
86.482,39.799,126.281,-18520.2,1,0
26.956,79.57,106.526,17607.9,0,1
74.467,86.689,161.156,6187.83,1,1
89.92,99.181,189.101,5501.76,1,1
75.25,54.325,129.575,-8517.98,1,0
63.325,56.98,120.305,-2398.09,1,0
54.037,91.468,145.505,17110.4,0,1
56.458,32.41,88.868,-6713.89,1,0
91.909,96.058,187.967,2450.05,1,1
55.432,22.132,77.564,-8114.36,1,0
84.421,24.319,108.74,-20531.9,1,0
46.639,14.005,60.644,-6217.39,1,0
85.222,24.454,109.676,-20938.1,1,0
75.925,96.292,172.217,11019.3,1,1
10.207,36.811,47.018,3929.71,0,1
85.42,86.698,172.118,691.046,1,1
33.787,69.544,103.331,11607.6,0,1
33.436,65.422,98.858,9933.94,0,1
23.401,23.356,46.757,-6.61012,1,0
64.603,55.819,120.422,-3323.14,1,0
67.69,85.096,152.786,8354.73,1,1
12.799,78.895,91.694,19040,0,1
43.732,26.425,70.157,-3814.54,1,0
11.305,92.809,104.114,26658.6,0,1
79.651,23.905,103.556,-18135.9,1,0
14.941,64.081,79.022,12199.2,0,1
95.392,51.58,146.972,-20229.1,1,0
68.086,80.614,148.7,5852.52,1,1
33.202,11.179,44.381,-3070.6,1,0
44.074,33.418,77.492,-2594.19,1,0
95.158,86.662,181.82,-4852.95,1,0
77.284,28.945,106.229,-16132.1,1,0
23.374,10.72,34.094,-1355.36,1,0
51.535,93.943,145.478,19381.8,0,1
24.076,73.306,97.382,15061.2,0,1
49.762,48.934,98.696,-256.732,1,0
58.402,19.729,78.131,-9492.51,1,0
27.829,92.143,119.972,24240.1,0,1
36.163,86.302,122.465,19290.2,0,1
84.952,15.814,100.766,-21886.7,1,0
67.375,57.07,124.445,-4028.8,1,0
69.895,62.767,132.662,-2970.74,1,0
98.65,37.981,136.631,-26041.5,1,0
10.558,89.029,99.587,24550.6,0,1
96.328,44.632,140.96,-22893,1,0
22.447,91.495,113.942,24716.4,0,1
88.471,56.899,145.37,-14418.7,1,0
20.44,11.845,32.285,-871.759,1,0
57.619,29.152,86.771,-7760.08,1,0
62.965,38.863,101.828,-7710.28,1,0
92.458,12.727,105.185,-26347,1,0
77.806,18.037,95.843,-17996.4,1,0
79.633,62.803,142.436,-7531.02,1,0
67.348,15.796,83.144,-13465.6,1,0
16.282,19.468,35.75,357.826,1,1
21.61,73.657,95.267,15577.2,0,1
66.538,48.682,115.22,-6463.41,1,0
36.433,32.365,68.798,-879.238,1,0
43.831,36.991,80.822,-1736.74,1,0
21.394,40.168,61.562,3630.94,0,1
38.791,91.009,129.8,21293.4,0,1
31.663,27.262,58.925,-814.706,1,0
47.908,99.271,147.179,23749,0,1
86.284,95.527,181.811,5279.38,1,1
28.423,49.249,77.672,5081.83,0,1
34.39,78.058,112.448,15426.4,0,1
19.144,69.364,88.508,13964,0,1
86.095,88.777,174.872,1473.43,1,1
32.176,20.611,52.787,-1917.88,1,0
61.741,38.458,100.199,-7329.13,1,0
30.079,73.36,103.439,14064.7,0,1
12.115,86.626,98.741,23113.6,0,1
79.21,95.716,174.926,9070.81,1,1
76.159,23.041,99.2,-16554,1,0
32.707,87.553,120.26,20721.3,0,1
53.209,61.507,114.716,2990.52,1,1
78.562,74.872,153.434,-1778.68,1,0
78.769,83.638,162.407,2484.24,1,1
74.152,32.221,106.373,-14012.5,1,0
46.333,59.743,106.076,4468.85,1,1
38.638,70.723,109.361,11023.4,0,1
37.801,14.959,52.76,-3786.07,1,0
97.264,81.064,178.328,-9075.79,1,0
93.736,86.608,180.344,-4038.49,1,0
91.675,22.654,114.329,-24790.6,1,0
82.234,78.931,161.165,-1672.36,1,0
86.014,51.517,137.531,-14905,1,0
32.725,65.224,97.949,10000.5,0,1
47.242,98.884,146.126,23707.2,0,1
45.433,69.949,115.382,8886.64,1,1
53.605,88.651,142.256,15662.4,1,1
88.624,32.167,120.791,-21424.1,1,0
63.523,34.57,98.093,-8922.4,1,0
72.973,94.843,167.816,11530.1,1,1
56.791,19.306,76.097,-8961.38,1,0
54.595,85.438,140.033,13568.7,1,1
47.197,49.564,96.761,719.529,1,1
90.397,44.461,134.858,-19461.7,1,0
87.805,51.301,139.106,-15952.8,1,0
88.237,79.48,167.717,-4614.05,1,0
63.955,70.471,134.426,2751.78,1,1
25.579,17.137,42.716,-1132.88,1,0
21.997,48.304,70.301,5810.09,0,1
39.529,26.407,65.936,-2718.14,1,0
14.356,74.971,89.327,17010.3,0,1
53.524,57.961,111.485,1554.02,1,1
30.79,42.157,72.947,2604.97,1,1
47.296,84.313,131.609,15305.1,0,1
66.727,20.269,86.996,-12697.2,1,0
46.333,80.686,127.019,13708.3,0,1
29.575,58.096,87.671,7855.44,0,1
33.292,66.781,100.073,10528.6,0,1
97.66,23.689,121.349,-28199.9,1,0
68.41,85.465,153.875,8244.6,1,1
32.167,56.656,88.823,6833.55,0,1
32.122,53.29,85.412,5680,1,1
27.127,14.869,41.996,-1617.25,1,0
27.604,96.292,123.896,26735.5,0,1
53.182,57.133,110.315,1369.28,1,1
22.699,24.706,47.405,298.897,1,1
89.272,66.232,155.504,-11255.7,1,0
72.676,20.062,92.738,-15328.8,1,0
98.389,19.972,118.361,-29158.7,1,0
61.552,32.284,93.836,-8628.05,1,0
30.25,97.885,128.135,27226.3,0,1
12.97,16.993,29.963,378.691,1,1
23.149,36.271,59.42,2449.53,1,1
73.774,77.977,151.751,2003.74,1,1
17.128,99.361,116.489,30094.1,0,1
30.619,96.463,127.082,26287.6,0,1
56.017,52.741,108.758,-1119.32,1,0
49.762,40.312,90.074,-2674.12,1,0
24.778,67.366,92.144,12328.3,0,1
36.613,35.128,71.741,-334.691,1,0
81.667,16.48,98.147,-20099.6,1,0
49.843,70.948,120.791,8008.84,1,1
72.712,22.519,95.231,-15016.6,1,0
48.178,38.269,86.447,-2691.1,1,0
32.491,99.73,132.221,27930,0,1
27.721,19.909,47.63,-1168.94,1,0
64.783,30.7,95.483,-10223.8,1,0
26.911,77.932,104.843,16805,0,1
24.139,57.853,81.992,8684.24,0,1
55.918,88.435,144.353,14746.4,1,1
24.382,43.705,68.087,4133.22,0,1
84.907,37.567,122.474,-18214.7,1,0
53.614,34.669,88.283,-5254.38,1,0
67.888,68.392,136.28,215.781,1,1
59.203,61.669,120.872,936.416,1,1
93.529,98.038,191.567,2713.63,1,1
