parameter1,parameter2,criteria1,criteria2,constraint1,constraint2
80.992,67.159,148.151,-6438.29,1,0
25.651,69.418,95.069,13071.8,0,1
72.946,83.332,156.278,5099.13,1,1
32.473,18.802,51.275,-2202.2,1,0
43.255,11.863,55.118,-5435.79,1,0
67.888,63.865,131.753,-1665.18,1,0
98.227,11.809,110.036,-29873.7,1,0
53.875,24.373,78.248,-7252.28,1,0
42.625,64.882,107.507,7517.15,1,1
52.381,78.724,131.105,10850.1,1,1
20.899,98.767,119.666,29273.8,0,1
22.78,11.368,34.148,-1224.27,1,0
89.461,48.151,137.612,-17859.2,1,0
47.143,14.302,61.445,-6339.47,1,0
32.734,34.192,66.926,306.551,1,1
97.183,70.903,168.086,-13877.4,1,0
91.351,22.834,114.185,-24578.6,1,0
97.489,64.306,161.795,-16866.7,1,0
96.166,29.971,126.137,-26231.2,1,0
73.108,96.589,169.697,12518.2,1,1
31.834,41.005,72.839,2098.6,1,1
60.454,87.229,147.683,12422.5,1,1
99.982,14.329,114.311,-30759.6,1,0
11.602,42.607,54.209,5280.23,0,1
36.379,53.992,90.371,5000.49,1,1
78.499,14.455,92.954,-18702.4,1,0
19.927,58.447,78.374,9484.36,0,1
15.823,66.556,82.379,13129.8,0,1
96.607,52.966,149.573,-20506.8,1,0
70.858,86.509,157.367,7737.59,1,1
44.326,68.041,112.367,8371.66,1,1
24.58,35.677,60.257,2100.69,1,1
48.043,22.078,70.121,-5719.87,1,0
57.151,11.377,68.528,-9854.55,1,0
42.049,87.436,129.485,18462.9,0,1
97.966,31.051,129.017,-27121.9,1,0
85.609,25.588,111.197,-20967.5,1,0
18.28,85.591,103.871,21965,0,1
87.085,77.05,164.135,-5174.5,1,0
85.366,80.632,165.998,-2468.77,1,0
31.042,63.865,94.907,9786.48,0,1
85.087,98.137,183.224,7511.78,1,1
22.321,58.078,80.399,9031.54,0,1
64.693,76.096,140.789,5043.57,1,1
68.212,92.719,160.931,12390.2,1,1
29.773,12.538,42.311,-2290.94,1,0
60.76,44.362,105.122,-5415.45,1,0
95.392,65.971,161.363,-14914.6,1,0
23.608,52.543,76.151,6922.28,0,1
67.348,22.825,90.173,-12612.8,1,0
39.979,32.482,72.461,-1706.64,1,0
43.876,82.756,126.632,15467.5,0,1
15.238,19.324,34.562,443.657,1,1
68.347,92.323,160.67,12102.1,1,1
53.542,20.881,74.423,-7636.36,1,0
40.132,74.593,114.725,12420.4,0,1
74.755,82.387,157.142,3767.74,1,1
39.898,54.244,94.142,4242.91,1,1
40.474,94.6,135.074,22968.2,0,1
87.508,98.686,186.194,6538.52,1,1
87.319,17.281,104.6,-23015.2,1,0
11.233,15.256,26.489,334.785,1,1
18.811,96.625,115.436,28219.5,0,1
38.395,32.419,70.814,-1329.47,1,0
16.336,95.752,112.088,27965.1,0,1
12.412,46.324,58.736,6257.6,0,1
85.402,13.456,98.858,-22344.4,1,0
86.248,90.649,176.897,2445.8,1,1
22.78,21.772,44.552,-141.084,1,0
50.14,66.331,116.471,5924.36,1,1
32.653,80.272,112.925,16893.5,0,1
98.092,64.576,162.668,-17127.9,1,0
62.668,37.99,100.658,-7803.84,1,0
18.82,93.142,111.962,26141.9,0,1
89.758,96.328,186.086,3840.86,1,1
91.828,44.254,136.082,-20338.6,1,0
70.786,60.229,131.015,-4345.22,1,0
16.678,79.597,96.275,19030.3,0,1
24.022,45.073,69.095,4569.51,0,1
69.193,30.367,99.56,-12143.9,1,0
97.993,71.605,169.598,-14059.7,1,0
33.859,83.404,117.263,18252,0,1
75.07,20.107,95.177,-16434.3,1,0
41.221,55.018,96.239,4171.44,1,1
31.879,81.361,113.24,17603.4,0,1
78.517,54.541,133.058,-10022.3,1,0
61.642,43.777,105.419,-5916.59,1,0
76.285,24.31,100.595,-16425.6,1,0
38.944,85.114,124.058,17994.3,0,1
74.62,85.87,160.49,5672.18,1,1
48.61,33.616,82.226,-3873.26,1,0
87.292,76.564,163.856,-5522.44,1,0
51.022,93.97,144.992,19563.1,0,1
23.338,65.044,88.382,11580.1,0,1
96.22,49.699,145.919,-21326.1,1,0
85.411,94.213,179.624,4967.02,1,1
78.472,19.27,97.742,-18178.9,1,0
44.785,20.71,65.495,-4953.64,1,0
86.554,76.006,162.56,-5386.84,1,0
65.737,18.433,84.17,-12508.5,1,0
57.376,11.422,68.798,-9932.28,1,0
30.142,19.018,49.16,-1718,1,0
12.376,96.436,108.812,28735.3,0,1
90.496,98.488,188.984,4744.94,1,1
48.718,32.284,81.002,-4182.05,1,0
84.358,54.496,138.854,-13026.5,1,0
55.9,71.659,127.559,6315.24,1,1
31.069,64.09,95.159,9871.65,0,1
32.797,11.575,44.372,-2958.32,1,0
29.143,29.017,58.16,-23.0221,1,0
51.274,14.554,65.828,-7593.87,1,0
80.407,29.746,110.153,-17531.5,1,0
81.001,25.192,106.193,-18618.7,1,0
40.465,34.723,75.188,-1356.32,1,0
91.207,63.37,154.577,-13518.1,1,0
10.324,15.751,26.075,444.564,1,1
31.96,30.475,62.435,-291.276,1,0
81.937,34.336,116.273,-17387.8,1,0
84.079,39.601,123.68,-17282,1,0
32.824,89.965,122.789,22042.3,0,1
61.885,74.359,136.244,5339.16,1,1
44.461,74.953,119.414,11439.1,0,1
13.186,32.698,45.884,2812.63,0,1
39.052,35.983,75.035,-723.454,1,0
34.273,58.195,92.468,6949.26,0,1
55.009,42.715,97.724,-3774.37,1,0
29.917,35.416,65.333,1128.67,1,1
62.47,68.086,130.556,2303.42,1,1
17.776,60.103,77.879,10355.9,0,1
92.809,98.983,191.792,3720.03,1,1
23.473,60.31,83.783,9695.94,0,1
71.902,12.601,84.503,-15742.9,1,0
80.785,53.839,134.624,-11396.4,1,0
36.946,32.032,68.978,-1064.87,1,0
83.44,26.938,110.378,-19592.8,1,0
79.165,45.325,124.49,-13234.7,1,0
58.465,80.794,139.259,9768.83,1,1
77.455,61.651,139.106,-6906.58,1,0
13.501,16.507,30.008,283.384,1,1
54.811,94.942,149.753,18880.1,0,1
31.87,66.988,98.858,10906.7,0,1
94.834,18.955,113.789,-27125.1,1,0
92.404,57.304,149.708,-16508.3,1,0
77.05,67.348,144.398,-4401.21,1,0
74.575,37.027,111.602,-13164.6,1,0
33.508,55.216,88.724,6050.77,1,1
87.337,95.41,182.747,4634.84,1,1
57.817,35.29,93.107,-6589.24,1,0
49.258,51.931,101.189,849.732,1,1
24.49,89.866,114.356,23487,0,1
36.046,93.655,129.701,23473.8,0,1
92.368,84.511,176.879,-4365.99,1,0
74.458,69.823,144.281,-2100.92,1,0
13.339,45.127,58.466,5838.7,0,1
43.498,58.15,101.648,4678.92,1,1
97.237,32.536,129.773,-26378.2,1,0
25.138,92.071,117.209,24646.3,0,1
41.491,74.71,116.201,12126.8,0,1
16.543,75.709,92.252,17147.4,0,1
42.058,81.118,123.176,15115,0,1
69.913,65.566,135.479,-1850.17,1,0
36.334,57.25,93.584,6149.36,1,1
28.153,84.16,112.313,19761.6,0,1
49.717,67.411,117.128,6510.83,1,1
93.259,31.375,124.634,-24230.6,1,0
24.445,29.305,53.75,820.663,1,1
25.039,16.813,41.852,-1081.57,1,0
13.825,56.665,70.49,9486.96,0,1
43.804,74.332,118.136,11330,0,1
91.792,77.302,169.094,-7697.44,1,0
32.482,56.197,88.679,6606.84,0,1
99.838,47.62,147.458,-24190.1,1,0
48.277,98.506,146.783,23162.2,0,1
79.498,54.82,134.318,-10413.4,1,0
74.215,21.556,95.771,-15843.7,1,0
35.947,44.128,80.075,2058.04,1,1
44.299,29.449,73.748,-3440.54,1,0
58.555,62.452,121.007,1481.46,1,1
70.777,65.44,136.217,-2283.91,1,0
87.031,64.045,151.076,-10909.6,1,0
86.815,11.476,98.291,-23264,1,0
83.35,69.022,152.372,-6858.68,1,0
75.466,54.343,129.809,-8614.11,1,0
25.687,19.27,44.957,-906.315,1,0
28.675,74.647,103.322,14922.3,0,1
86.581,51.157,137.738,-15328.6,1,0
88.021,53.587,141.608,-15318.8,1,0
55.945,36.298,92.243,-5693.5,1,0
19.261,35.443,54.704,2781,0,1
81.118,83.485,164.603,1224.01,1,1
14.176,74.233,88.409,16680.5,0,1
84.781,48.475,133.256,-15199,1,0
60.859,10.504,71.363,-11289.3,1,0
68.095,31.636,99.731,-11423.1,1,0
33.112,55.126,88.238,6102.45,1,1
85.681,19.936,105.617,-21814.6,1,0
23.77,36.208,59.978,2343.65,1,1
46.126,89.236,135.362,18332.6,0,1
80.551,28.99,109.541,-17743.9,1,0
98.515,99.235,197.75,447.3,1,1
60.805,52.264,113.069,-3033.91,1,0
17.56,48.826,66.386,6520.77,0,1
95.851,63.514,159.365,-16189.8,1,0
75.124,15.121,90.245,-17011.6,1,0
56.125,23.419,79.544,-8173.06,1,0
55.774,60.301,116.075,1650.82,1,1
87.652,97.723,185.375,5865.08,1,1
65.944,48.511,114.455,-6268.4,1,0
65.404,34.039,99.443,-9798.72,1,0
37.324,88.516,125.84,20238.1,0,1
46.333,23.005,69.338,-5081.58,1,0
65.62,60.112,125.732,-2175.65,1,0
16.381,11.755,28.136,-408.901,1,0
16.516,86.941,103.457,22889.5,0,1
30.745,15.031,45.776,-2259.82,1,0
53.344,81.55,134.894,11953.2,1,1
57.295,60.904,118.199,1340.14,1,1
30.385,20.323,50.708,-1602.92,1,0
81.586,62.677,144.263,-8569.85,1,0
82.612,94.888,177.5,6845.5,1,1
76.096,95.554,171.65,10492.8,1,1
22.357,30.925,53.282,1434.2,1,1
60.445,78.31,138.755,7787.56,1,1
36.604,25.849,62.453,-2110.15,1,0
69.517,63.928,133.445,-2343.08,1,0
71.542,73.027,144.569,674.453,1,1
44.11,37.162,81.272,-1773.99,1,0
33.139,50.491,83.63,4558.92,1,1
38.917,39.655,78.572,182.169,1,1
94.6,26.83,121.43,-25853.1,1,0
11.863,47.944,59.807,6779.23,0,1
65.557,26.326,91.883,-11324.4,1,0
66.025,53.11,119.135,-4833.74,1,0
36.649,14.779,51.428,-3533.44,1,0
15.787,76.429,92.216,17568.3,0,1
99.667,49.06,148.727,-23645.6,1,0
71.983,22.033,94.016,-14753.2,1,0
37.153,32.437,69.59,-1031.03,1,0
57.511,63.757,121.268,2379.57,1,1
15.454,27.028,42.482,1544.68,0,1
27.694,76.996,104.69,16215.1,0,1
90.055,28.972,119.027,-22841,1,0
14.167,80.362,94.529,19658,0,1
69.463,10.252,79.715,-14828.3,1,0
77.194,64.072,141.266,-5823.55,1,0
84.259,79.057,163.316,-2669,1,0
69.184,49.816,119,-7240.72,1,0
95.383,35.209,130.592,-24687.4,1,0
92.926,89.209,182.135,-2126.85,1,0
39.997,65.881,105.878,8609.68,1,1
65.638,96.832,162.47,15921.9,1,1
14.941,94.798,109.739,27531.1,0,1
18.865,42.094,60.959,4448.55,0,1
84.403,66.376,150.779,-8539.14,1,0
63.028,89.857,152.885,12886,1,1
50.581,47.89,98.471,-832.476,1,0
34.03,97.804,131.834,26413.2,0,1
66.862,95.365,162.227,14526.6,1,1
45.343,93.493,138.836,21001.4,0,1
62.785,79.705,142.49,7574.16,1,1
24.733,47.044,71.777,5031,0,1
58.762,83.926,142.688,11280.2,1,1
86.86,21.313,108.173,-22275.2,1,0
76.303,46.954,123.257,-11364.6,1,0
67.69,16.3,83.99,-13559.9,1,0
12.844,90.505,103.349,25215,0,1
13.141,74.953,88.094,17106.8,0,1
85.303,79.174,164.477,-3166.98,1,0
74.224,36.874,111.098,-13036.1,1,0
12.727,94.42,107.147,27498.9,0,1
83.899,20.476,104.375,-20796.6,1,0
42.31,17.929,60.239,-4614.02,1,0
18.28,66.34,84.62,12776.3,0,1
13.294,20.791,34.085,802.788,1,1
59.833,66.088,125.921,2474.43,1,1
90.496,74.575,165.071,-8256.41,1,0
70.3,16.426,86.726,-14678.4,1,0
25.669,57.169,82.838,8197.66,0,1
84.916,91.972,176.888,3921.09,1,1
61.291,52.606,113.897,-3107.65,1,0
65.449,31.303,96.752,-10378.9,1,0
10.279,68.59,78.869,14448,0,1
63.433,52.75,116.183,-3899.29,1,0
14.932,94.825,109.757,27548,0,1
79.624,17.659,97.283,-18938,1,0
89.245,63.532,152.777,-12341.3,1,0
28.135,88.723,116.858,22243.1,0,1
38.629,93.592,132.221,22830.8,0,1
55.063,99.1,154.163,21327.9,0,1
14.383,14.896,29.279,47.1871,1,1
32.356,94.888,127.244,24997.1,0,1
46.639,92.656,139.295,20137.4,0,1
11.314,62.308,73.622,11794.4,0,1
16.993,53.398,70.391,8050.6,0,1
21.457,68.293,89.75,13205.8,0,1
96.013,76.906,172.919,-10379.7,1,0
56.764,96.292,153.056,19006.6,0,1
12.664,20.197,32.861,777.676,1,1
49.051,17.596,66.647,-6585.98,1,0
15.022,85.843,100.865,22441.5,0,1
25.264,61.435,86.699,9852,0,1
16.543,10.567,27.11,-508.967,1,0
50.158,45.181,95.339,-1490.69,1,0
94.159,95.221,189.38,631.842,1,1
44.281,98.551,142.832,24352,0,1
67.294,66.637,133.931,-276.437,1,0
60.607,13.933,74.54,-10929.9,1,0
59.293,29.089,88.382,-8386.45,1,0
33.418,33.463,66.881,9.45508,1,1
72.496,12.043,84.539,-16055.5,1,0
91.756,68.509,160.265,-11704.6,1,0
78.949,48.52,127.469,-12185.5,1,0
31.969,81.613,113.582,17714.4,0,1
25.894,38.188,64.082,2475.02,1,1
56.377,30.916,87.293,-6982.4,1,0
81.208,38.809,120.017,-15986.3,1,0
82.36,87.751,170.111,2881.06,1,1
39.385,32.518,71.903,-1551.19,1,0
32.932,90.712,123.644,22444,0,1
84.916,34.381,119.297,-18939.6,1,0
89.263,52.21,141.473,-16468.2,1,0
58.186,17.038,75.224,-9724.23,1,0
56.143,17.488,73.631,-8941.62,1,0
36.136,46.729,82.865,2757.66,1,1
98.119,98.632,196.751,317.091,1,1
48.772,89.875,138.647,17903.3,0,1
34.309,84.889,119.198,18940.8,0,1
95.563,23.446,119.009,-26962.9,1,0
33.67,21.457,55.127,-2115.13,1,0
18.811,80.056,98.867,19022.7,0,1
99.55,90.019,189.569,-5676.17,1,0
76.033,49.078,125.111,-10594.6,1,0
77.77,15.418,93.188,-18254.1,1,0
38.764,67.879,106.643,9754.37,0,1
63.307,23.68,86.987,-10829.2,1,0
59.428,52.57,111.998,-2413,1,0
33.058,17.623,50.681,-2457.55,1,0
26.785,46.378,73.163,4503.42,0,1
82.279,52.921,135.2,-12469.6,1,0
83.107,80.398,163.505,-1391.52,1,0
18.721,89.056,107.777,23814.8,0,1
37.441,43.03,80.471,1412.94,1,1
73.945,33.004,106.949,-13755.8,1,0
23.644,97.624,121.268,28184.5,0,1
11.638,32.455,44.093,2883.62,0,1
44.848,68.356,113.204,8360.41,1,1
79.642,20.881,100.523,-18556.9,1,0
